NCBI accession,GTDB accession,GTDB taxonomy,NCBI FTP path
GCF_004684345.1,RS_GCF_004684345.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp004684345,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/345/GCF_004684345.1_ASM468434v1
GCF_004328625.1,RS_GCF_004784475.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces bauhiniae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/625/GCF_004328625.1_ASM432862v1
GCF_004786035.1,RS_GCF_004786035.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp004786035,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/035/GCF_004786035.1_ASM478603v1
GCF_004792415.1,RS_GCF_004792415.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea vagans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/792/415/GCF_004792415.1_ASM479241v1
GCF_004795735.1,RS_GCF_004795735.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium endometrii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/795/735/GCF_004795735.1_ASM479573v1
GCF_004797125.1,RS_GCF_004797125.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sangjuense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/797/125/GCF_004797125.1_ASM479712v1
GCF_004798665.1,RS_GCF_004798665.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp004798665,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/798/665/GCF_004798665.1_ASM479866v1
GCF_004798685.1,RS_GCF_004798685.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas shaoxiangyii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/798/685/GCF_004798685.1_ASM479868v1
GCF_004802635.2,RS_GCF_004802635.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis heyeri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/802/635/GCF_004802635.2_ASM480263v2
GCF_004803795.1,RS_GCF_004803795.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/795/GCF_004803795.1_ASM480379v1
GCF_004803815.1,RS_GCF_004803815.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A showae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/815/GCF_004803815.1_ASM480381v1
GCF_004803895.1,RS_GCF_004803895.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces hawaiiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/895/GCF_004803895.1_ASM480389v1
GCF_004851605.1,RS_GCF_004851605.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Hydrocarboniclastica;s__Hydrocarboniclastica marina,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/851/605/GCF_004851605.1_ASM485160v1
GCF_004924335.1,RS_GCF_004924335.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium salmoniphilum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/924/335/GCF_004924335.1_ASM492433v1
GCF_005144885.1,RS_GCF_005144885.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phreatobacteraceae;g__Phreatobacter;s__Phreatobacter stygius,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/885/GCF_005144885.1_ASM514488v1
GCF_005144905.1,RS_GCF_005144905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/905/GCF_005144905.1_ASM514490v1
GCF_005145005.1,RS_GCF_005145005.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus_A;s__Vagococcus_A sp005145005,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/145/005/GCF_005145005.1_ASM514500v1
GCF_005155025.1,RS_GCF_005155025.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea sp005155025,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/155/025/GCF_005155025.1_ASM515502v1
GCF_005221285.1,RS_GCF_005221285.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria flavescens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/285/GCF_005221285.1_ASM522128v1
GCF_005221305.1,RS_GCF_005221305.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/305/GCF_005221305.1_ASM522130v1
GCF_005222225.1,RS_GCF_005222225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Salinimonas;s__Salinimonas lutimaris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/225/GCF_005222225.1_ASM522222v1
GCF_003994395.1,RS_GCF_005222485.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseoviridis_A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/395/GCF_003994395.1_ASM399439v1
GCF_005234135.1,RS_GCF_005234135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__Pseudorhodobacter sp005234135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/234/135/GCF_005234135.1_ASM523413v1
GCF_005280275.1,RS_GCF_005280275.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1
GCF_005280655.1,RS_GCF_005280655.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/655/GCF_005280655.1_ASM528065v1
GCF_000007765.2,RS_GCF_005280755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__Coxiella burnetii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/765/GCF_000007765.2_ASM776v2
GCF_005281475.1,RS_GCF_005281475.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Echinicola;s__Echinicola rosea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/475/GCF_005281475.1_ASM528147v1
GCF_005377625.1,RS_GCF_005377625.1,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__DSM-9756;g__Desulfoglaeba;s__Desulfoglaeba alkanexedens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/377/625/GCF_005377625.1_ASM537762v1
GCF_001932615.1,RS_GCF_005405465.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella thailandensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/615/GCF_001932615.1_ASM193261v1
GCF_005484945.1,RS_GCF_005484945.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria rubrifaciens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/484/945/GCF_005484945.1_ASM548494v1
GCF_005484965.1,RS_GCF_005484965.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria nigrifluens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/484/965/GCF_005484965.1_ASM548496v1
GCF_005671395.1,RS_GCF_005671395.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__LSJC7;s__LSJC7 sp005671395,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/395/GCF_005671395.1_ASM567139v1
GCF_005843985.1,RS_GCF_005843985.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Caminibacter;s__Caminibacter mediatlanticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/843/985/GCF_005843985.1_ASM584398v1
GCF_005845345.1,RS_GCF_005845365.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna limnophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/845/345/GCF_005845345.1_ASM584534v1
GCF_005849285.1,RS_GCF_005849285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Emcibacter;s__Emcibacter sp002380195,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/849/285/GCF_005849285.1_ASM584928v1
GCF_005862305.2,RS_GCF_005862305.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium indicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/862/305/GCF_005862305.2_ASM586230v2
GCF_005885815.1,RS_GCF_005885815.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp005885815,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/885/815/GCF_005885815.1_ASM588581v1
GCF_005887635.2,RS_GCF_005887635.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paraoceanicella;s__Paraoceanicella profunda,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/887/635/GCF_005887635.2_ASM588763v2
GCF_005952805.1,RS_GCF_005952805.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Inhella;s__Inhella inkyongensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/952/805/GCF_005952805.1_ASM595280v1
GCF_005960665.1,RS_GCF_005960665.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium mexicanum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/960/665/GCF_005960665.1_ASM596066v1
GCF_006094275.1,RS_GCF_006094275.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter creatinolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/275/GCF_006094275.1_ASM609427v1
GCF_001611955.1,RS_GCF_006094395.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/955/GCF_001611955.1_ASM161195v1
GCF_006159205.1,RS_GCF_006159205.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Antarcticibacterium;s__Antarcticibacterium flavum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/159/205/GCF_006159205.1_ASM615920v1
GCF_009497075.1,RS_GCF_006334985.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea phyllanthi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/497/075/GCF_009497075.1_ASM949707v1
GCF_000800395.1,RS_GCF_006335125.1,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiopugnans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/395/GCF_000800395.1_ASM80039v1
GCF_006337085.1,RS_GCF_006337085.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella faecalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/085/GCF_006337085.1_ASM633708v1
GCF_006337125.1,RS_GCF_006337125.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus chungangensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/125/GCF_006337125.1_ASM633712v1
GCF_006337165.1,RS_GCF_006337165.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter jejuensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/165/GCF_006337165.1_ASM633716v1
GCF_006351925.1,RS_GCF_006351925.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__UBA3947;s__UBA3947 sp006351925,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/351/925/GCF_006351925.1_ASM635192v1
GCF_006385135.1,RS_GCF_006385135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Emcibacter_A;s__Emcibacter_A congregatus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/135/GCF_006385135.1_ASM638513v1
GCF_006385555.1,RS_GCF_006385555.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella polaris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/555/GCF_006385555.1_ASM638555v1
GCF_006385595.1,RS_GCF_006385595.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter;s__Luteibacter pinisoli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/595/GCF_006385595.1_ASM638559v1
GCF_006459125.1,RS_GCF_006459125.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__Halarcobacter anaerophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/459/125/GCF_006459125.1_ASM645912v1
GCF_900631605.1,RS_GCF_006494655.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_D;s__Arthrobacter_D agilis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/631/605/GCF_900631605.1_NCTC2676_1_2
GCF_006494775.1,RS_GCF_006494775.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides humi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/775/GCF_006494775.1_ASM649477v1
GCF_006494815.1,RS_GCF_006494815.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp006494815,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/815/GCF_006494815.1_ASM649481v1
GCF_003687415.1,RS_GCF_006539525.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter nicotianae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/415/GCF_003687415.1_ASM368741v1
GCF_000583855.1,RS_GCF_006539685.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconobacter;s__Gluconobacter oxydans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/855/GCF_000583855.1_ASM58385v1
GCF_012029655.1,RS_GCF_006539725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella terrigena,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/029/655/GCF_012029655.1_ASM1202965v1
GCF_003991855.1,RS_GCF_006540085.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium oxydans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/855/GCF_003991855.1_ASM399185v1
GCF_006542275.1,RS_GCF_006542275.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus brassicae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/275/GCF_006542275.1_ASM654227v1
GCF_006542335.1,RS_GCF_006542335.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Neokomagataea;s__Neokomagataea tanensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/335/GCF_006542335.1_ASM654233v1
GCF_006542355.1,RS_GCF_006542355.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Swingsia;s__Swingsia samuiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/355/GCF_006542355.1_ASM654235v1
GCF_006542665.1,RS_GCF_006542665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/665/GCF_006542665.1_Acom_1.0
GCF_006542685.1,RS_GCF_006542685.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/685/GCF_006542685.1_Adis_1.0
GCF_003233695.1,RS_GCF_006546735.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter maris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/233/695/GCF_003233695.1_ASM323369v1
GCF_006547045.1,RS_GCF_006547045.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter alkalisoli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/547/045/GCF_006547045.1_ASM654704v1
GCF_006711645.1,RS_GCF_006711645.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella electrica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/711/645/GCF_006711645.1_ASM671164v1
GCF_000018265.1,RS_GCF_006716065.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora arenicola,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/265/GCF_000018265.1_ASM1826v1
GCF_006738645.1,RS_GCF_006738645.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Stella;s__Stella humosa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/738/645/GCF_006738645.1_ASM673864v1
GCF_001558215.1,RS_GCF_006739205.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/215/GCF_001558215.1_ASM155821v1
GCF_006740705.1,RS_GCF_006740705.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Marinococcaceae;g__Salicibibacter;s__Salicibibacter halophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/705/GCF_006740705.1_ASM674070v1
GCF_003315755.1,RS_GCF_006742065.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/315/755/GCF_003315755.1_ASM331575v1
GCF_006094375.1,RS_GCF_006742205.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/375/GCF_006094375.1_ASM609437v1
GCF_006742785.1,RS_GCF_006742785.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas stercoris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/742/785/GCF_006742785.1_ASM674278v1
GCF_006770285.1,RS_GCF_006770285.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A;s__Lactococcus_A piscium_D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/770/285/GCF_006770285.1_ASM677028v1
GCF_006716135.1,RS_GCF_006782915.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces calvus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/135/GCF_006716135.1_ASM671613v1
GCF_006970865.1,RS_GCF_006970865.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_A;s__Rhodoferax_A sediminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/970/865/GCF_006970865.1_ASM697086v1
GCF_006974145.1,RS_GCF_006974145.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Changchengzhania;s__Changchengzhania lutea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/974/145/GCF_006974145.1_ASM697414v1
GCF_900343095.1,RS_GCF_007164725.1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/343/095/GCF_900343095.1_PRJEB25867
GCF_007197735.1,RS_GCF_007197735.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sediminum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/735/GCF_007197735.1_ASM719773v1
GCF_007197755.1,RS_GCF_007197755.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Ferrovibrio;s__Ferrovibrio terrae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/755/GCF_007197755.1_ASM719775v1
GCF_007289895.1,RS_GCF_007289895.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum sediminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/289/895/GCF_007289895.1_ASM728989v1
GCF_000284275.1,RS_GCF_007290395.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium cosmicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/275/GCF_000284275.1_ASM28427v1
GCF_007301515.1,RS_GCF_007301515.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__TKL69;s__TKL69 sp007301515,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/301/515/GCF_007301515.1_ASM730151v1
GCF_007431345.1,RS_GCF_007431345.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinimonas;s__Chitinimonas arctica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/431/345/GCF_007431345.1_ASM743134v1
GCF_007475525.1,RS_GCF_007475525.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum kamchatkense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/475/525/GCF_007475525.1_ASM747552v1
GCF_007567505.1,RS_GCF_007567505.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella donghaensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/567/505/GCF_007567505.1_ASM756750v1
GCF_007641235.1,RS_GCF_007641235.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/641/235/GCF_007641235.1_ASM764123v1
